end	Gene	start	(bp)	Strand	Gene
ENSG00000201711	77635203	77635309	9	-1	snRNA
ENSG00000206820	113420323	113420486	4	1	snRNA
ENSG00000200703	87742543	87742649	3	-1	snRNA
ENSG00000201659	47132671	47132826	X	1	snRNA
ENSG00000252645	89897576	89897637	15	1	snRNA
ENSG00000263871	32720817	32720965	CHR_HSCHR6_MHC_MANN_CTG1	-1	snRNA
ENSG00000222610	98889731	98889833	5	1	snRNA
ENSG00000251763	43412427	43412530	17	1	snRNA
ENSG00000276881	93437400	93437510	CHR_HSCHR14_7_CTG1	-1	snRNA
ENSG00000251722	48574453	48574520	4	-1	snRNA
ENSG00000283519	75270700	75270780	14	-1	snRNA
ENSG00000252018	52754322	52754462	1	1	snRNA
ENSG00000251835	54152807	54152882	8	-1	snRNA
ENSG00000278374	123454981	123455107	8	-1	snRNA
ENSG00000252444	106304176	106304286	6	1	snRNA
ENSG00000200443	27035887	27035991	22	1	snRNA
ENSG00000206752	116850839	116850945	X	-1	snRNA
ENSG00000253084	35093909	35093973	17	1	snRNA
ENSG00000199796	46306470	46306577	19	-1	snRNA
ENSG00000199886	42398550	42398651	12	1	snRNA
ENSG00000206812	75109587	75109693	13	1	snRNA
ENSG00000274432	43245674	43245864	17	-1	snRNA
ENSG00000200957	19642425	19642529	6	-1	snRNA
ENSG00000200790	21866210	21866316	15	-1	snRNA
ENSG00000252971	20290257	20290358	17	1	snRNA
ENSG00000283293	52995621	52995948	6	1	snRNA
ENSG00000222439	63337339	63337449	20	1	snRNA
ENSG00000201491	99784740	99784885	1	-1	snRNA
ENSG00000273929	54868959	54869065	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	-1	snRNA
ENSG00000223215	37668898	37669005	8	1	snRNA
ENSG00000201747	7906519	7906624	7	1	snRNA
ENSG00000252081	105974826	105974931	11	-1	snRNA
ENSG00000273694	120571120	120571264	1	1	snRNA
ENSG00000202119	150939222	150939328	6	1	snRNA
ENSG00000252494	78133420	78133522	11	-1	snRNA
ENSG00000201591	39261107	39261213	11	1	snRNA
ENSG00000200175	150812591	150812698	1	-1	snRNA
ENSG00000201574	231133462	231133630	2	1	snRNA
ENSG00000200745	236210373	236210548	2	-1	snRNA
ENSG00000223087	31662039	31662143	14	-1	snRNA
ENSG00000212388	84939617	84939723	15	-1	snRNA
ENSG00000252514	130386621	130386680	5	-1	snRNA
ENSG00000199971	140209563	140209671	7	-1	snRNA
ENSG00000200893	20784509	20784615	16	1	snRNA
ENSG00000223062	27824538	27824643	1	1	snRNA
ENSG00000252209	18486511	18486672	Y	1	snRNA
ENSG00000252909	31837238	31837298	22	1	snRNA
ENSG00000206887	224305380	224305483	1	1	snRNA
ENSG00000206843	139315291	139315394	7	-1	snRNA
ENSG00000222609	120710698	120710840	5	-1	snRNA
ENSG00000206839	55294490	55294598	4	1	snRNA
ENSG00000251923	55798636	55798731	4	1	snRNA
ENSG00000222320	31937533	31937639	18	1	snRNA
ENSG00000200877	86153227	86153334	11	1	snRNA
ENSG00000212248	99978939	99979045	1	1	snRNA
ENSG00000199468	156814130	156814234	5	1	snRNA
ENSG00000223313	40529570	40529673	15	1	snRNA
ENSG00000201586	17115652	17115763	11	-1	snRNA
ENSG00000201796	106208167	106208267	7	1	snRNA
ENSG00000251761	18954943	18955049	3	-1	snRNA
ENSG00000199448	46556089	46556191	16	-1	snRNA
ENSG00000199702	12304091	12304194	18	-1	snRNA
ENSG00000206867	41032892	41032998	8	1	snRNA
ENSG00000207124	4514952	4515057	10	1	snRNA
ENSG00000251747	11546479	11546540	12	1	snRNA
ENSG00000222635	48081319	48081428	12	1	snRNA
ENSG00000212407	32911493	32911598	8	-1	snRNA
ENSG00000199226	46517766	46517868	X	1	snRNA
ENSG00000206743	37700331	37700437	5	-1	snRNA
ENSG00000252549	35647328	35647430	20	-1	snRNA
ENSG00000212374	83717427	83717522	15	1	snRNA
ENSG00000238478	20738679	20738785	15	1	snRNA
ENSG00000222626	157976766	157976956	5	-1	snRNA
ENSG00000252807	170119996	170120098	2	-1	snRNA
ENSG00000212167	175022214	175022319	2	1	snRNA
ENSG00000200795	120293097	120293237	12	-1	snRNA
ENSG00000278379	7899815	7899912	CHR_HSCHR11_1_CTG5	-1	snRNA
ENSG00000201001	28760699	28760803	10	-1	snRNA
ENSG00000266860	32668064	32668212	CHR_HSCHR6_MHC_SSTO_CTG1	-1	snRNA
ENSG00000223044	82210338	82210440	6	-1	snRNA
ENSG00000207175	119423742	119423905	X	1	snRNA
ENSG00000275299	54264552	54264654	CHR_HSCHR19_4_CTG3_1	-1	snRNA
ENSG00000252407	185434244	185434305	1	1	snRNA
ENSG00000222297	125574719	125574818	11	1	snRNA
ENSG00000202317	66393449	66393612	11	1	snRNA
ENSG00000273629	176217541	176217602	1	1	snRNA
ENSG00000252861	84196883	84196989	5	1	snRNA
ENSG00000199695	31222745	31222853	22	-1	snRNA
ENSG00000275782	54882769	54882875	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	-1	snRNA
ENSG00000273938	54877141	54877247	CHR_HSCHR19_4_CTG3_1	-1	snRNA
ENSG00000252379	18885950	18886053	CHR_HSCHR13_1_CTG3	1	snRNA
ENSG00000206702	13214056	13214219	6	1	snRNA
ENSG00000200132	14531676	14531782	18	-1	snRNA
ENSG00000251702	30984106	30984215	18	1	snRNA
ENSG00000238697	76446988	76447089	6	-1	snRNA
ENSG00000283442	155894281	155894386	1	1	snRNA
ENSG00000202427	113681111	113681217	2	1	snRNA
ENSG00000201805	113086805	113086911	2	1	snRNA
ENSG00000206855	68911653	68911759	10	-1	snRNA
ENSG00000222765	65807240	65807435	4	-1	snRNA
ENSG00000238735	20246326	20246387	2	-1	snRNA
ENSG00000252457	49344800	49344861	6	-1	snRNA
ENSG00000253021	44085213	44085303	19	-1	snRNA
ENSG00000222691	107867807	107867910	4	-1	snRNA
ENSG00000239108	132152243	132152349	2	-1	snRNA
ENSG00000201379	121542486	121542626	6	-1	snRNA
ENSG00000278140	54868982	54869088	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	-1	snRNA
ENSG00000252590	23450658	23450722	7	1	snRNA
ENSG00000239122	195928589	195928775	3	-1	snRNA
ENSG00000207515	90597235	90597340	X	-1	snRNA
ENSG00000252636	49036352	49036455	17	1	snRNA
ENSG00000207504	67541127	67541233	1	1	snRNA
ENSG00000252351	131385249	131385363	11	1	snRNA
ENSG00000207345	148278672	148278778	6	1	snRNA
ENSG00000266626	31077965	31078064	CHR_HSCHR6_MHC_SSTO_CTG1	1	snRNA
ENSG00000238829	201141904	201141966	2	1	snRNA
ENSG00000206965	174557966	174558072	2	-1	snRNA
ENSG00000252560	131642818	131642966	6	-1	snRNA
ENSG00000212420	89886485	89886591	15	-1	snRNA
ENSG00000207331	98908459	98908564	3	1	snRNA
ENSG00000277419	30405073	30405179	CHR_HSCHR15_4_CTG8	-1	snRNA
ENSG00000202444	44819883	44819997	1	-1	snRNA
ENSG00000206733	36021939	36022045	X	-1	snRNA
ENSG00000206615	31388733	31388837	22	-1	snRNA
ENSG00000201894	31787148	31787255	19	-1	snRNA
ENSG00000199627	131054886	131054992	7	-1	snRNA
ENSG00000239010	40377452	40377513	4	-1	snRNA
ENSG00000207270	149610668	149610774	2	-1	snRNA
ENSG00000200926	111091213	111091332	6	-1	snRNA
ENSG00000202337	32203163	32203269	14	-1	snRNA
ENSG00000223189	128627172	128627275	7	1	snRNA
ENSG00000207461	117457734	117457838	6	-1	snRNA
ENSG00000212560	42139425	42139530	X	-1	snRNA
ENSG00000238441	35632963	35633024	5	-1	snRNA
ENSG00000206712	98804978	98805084	3	-1	snRNA
ENSG00000199846	129484504	129484656	7	1	snRNA
ENSG00000212535	95290692	95290799	12	1	snRNA
ENSG00000252062	84886386	84886486	4	-1	snRNA
ENSG00000206593	109014834	109014940	5	-1	snRNA
ENSG00000222267	20229779	20229877	8	1	snRNA
ENSG00000207349	143699456	143699619	1	-1	snRNA
ENSG00000199885	74680053	74680159	X	1	snRNA
ENSG00000201909	13459670	13459776	12	-1	snRNA
ENSG00000201136	43702363	43702470	15	1	snRNA
ENSG00000222438	130869736	130869837	12	-1	snRNA
ENSG00000252089	54859688	54859812	20	-1	snRNA
ENSG00000264998	32556348	32556496	CHR_HSCHR6_MHC_APD_CTG1	-1	snRNA
ENSG00000222355	53776136	53776324	7	1	snRNA
ENSG00000202296	56340231	56340337	7	-1	snRNA
ENSG00000275908	20823443	20823537	16	1	snRNA
ENSG00000202358	55885595	55885701	4	1	snRNA
ENSG00000206826	82001220	82001327	X	-1	snRNA
ENSG00000207190	64028894	64029000	1	-1	snRNA
ENSG00000252768	52551846	52551943	3	-1	snRNA
ENSG00000207154	51283733	51283896	18	-1	snRNA
ENSG00000238825	148388490	148388651	1	-1	snRNA
ENSG00000201180	15022852	15022958	20	1	snRNA
ENSG00000206774	80365726	80365832	5	-1	snRNA
ENSG00000223198	231501990	231502201	2	-1	snRNA
ENSG00000253097	205566716	205566799	1	1	snRNA
ENSG00000200304	130069541	130069652	8	-1	snRNA
ENSG00000251954	111421510	111421608	X	-1	snRNA
ENSG00000252521	132421641	132421690	9	1	snRNA
ENSG00000252079	132835374	132835500	12	-1	snRNA
ENSG00000207369	47667771	47667877	8	1	snRNA
ENSG00000272337	51907200	51907305	15	1	snRNA
ENSG00000252892	64994746	64994860	2	1	snRNA
ENSG00000202229	23156309	23156414	14	-1	snRNA
ENSG00000252013	75202081	75202169	14	-1	snRNA
ENSG00000200887	30299569	30299673	10	-1	snRNA
ENSG00000276138	15273855	15273961	22	1	snRNA
ENSG00000271932	140884072	140884178	7	1	snRNA
ENSG00000277262	31107692	31107794	CHR_HSCHR15_4_CTG8	-1	snRNA
ENSG00000206671	27596412	27596517	6	1	snRNA
ENSG00000201095	22527835	22527941	X	1	snRNA
ENSG00000221440	88206427	88206552	4	-1	snRNA
ENSG00000275809	21307731	21307837	CHR_HSCHR15_1_CTG1	1	snRNA
ENSG00000207443	63011463	63011569	7	-1	snRNA
ENSG00000200376	47576471	47576588	11	-1	snRNA
ENSG00000222870	94495299	94495404	7	1	snRNA
ENSG00000200779	71379755	71379858	2	-1	snRNA
ENSG00000200431	70450879	70451022	X	1	snRNA
ENSG00000251905	146145156	146145217	2	1	snRNA
ENSG00000264951	31833247	31833349	CHR_HSCHR6_MHC_MCF_CTG1	-1	snRNA
ENSG00000252395	88414898	88415004	2	-1	snRNA
ENSG00000222862	27679836	27679935	8	1	snRNA
ENSG00000199674	16137768	16137872	17	-1	snRNA
ENSG00000212354	39678520	39678622	18	-1	snRNA
ENSG00000275615	45188790	45188896	CHR_HSCHR10_1_CTG2	-1	snRNA
ENSG00000266784	31363816	31363922	CHR_HSCHR6_MHC_SSTO_CTG1	1	snRNA
ENSG00000275504	68926894	68926957	16	-1	snRNA
ENSG00000200681	18306973	18307079	6	-1	snRNA
ENSG00000200483	131815263	131815368	12	-1	snRNA
ENSG00000207453	7486703	7486809	10	-1	snRNA
ENSG00000201260	16207821	16207927	10	-1	snRNA
ENSG00000222986	231670635	231670750	1	1	snRNA
ENSG00000206923	110903337	110903445	9	1	snRNA
ENSG00000199377	44721786	44721902	1	-1	snRNA
ENSG00000252643	102834605	102834708	7	1	snRNA
ENSG00000251957	11923181	11923288	10	1	snRNA
ENSG00000207394	23124981	23125087	6	-1	snRNA
ENSG00000207340	148362370	148362533	1	-1	snRNA
ENSG00000253066	114111414	114111517	10	1	snRNA
ENSG00000212612	18978847	18978953	14	1	snRNA
ENSG00000206687	797989	798135	18	-1	snRNA
ENSG00000200889	59537359	59537499	17	-1	snRNA
ENSG00000252039	42891338	42891435	17	-1	snRNA
ENSG00000199446	63110139	63110246	10	1	snRNA
ENSG00000252900	4174985	4175090	Y	-1	snRNA
ENSG00000239053	10744186	10744249	2	1	snRNA
ENSG00000222640	70360892	70361088	14	1	snRNA
ENSG00000277341	37907957	37908063	17	1	snRNA
ENSG00000221676	134164439	134164564	9	-1	snRNA
ENSG00000252746	37187219	37187314	14	1	snRNA
ENSG00000206724	124260646	124260752	8	1	snRNA
ENSG00000212550	45002864	45003028	15	-1	snRNA
ENSG00000252651	73092148	73092257	3	-1	snRNA
ENSG00000212459	90253456	90253559	1	-1	snRNA
ENSG00000238364	10551033	10551092	19	-1	snRNA
ENSG00000222414	101364845	101365035	10	-1	snRNA
ENSG00000252729	43473585	43473690	17	1	snRNA
ENSG00000201076	60911303	60911442	2	1	snRNA
ENSG00000277642	54868977	54869083	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	-1	snRNA
ENSG00000252320	136583240	136583345	X	1	snRNA
ENSG00000274450	146862729	146862845	1	-1	snRNA
ENSG00000223309	48959179	48959282	X	-1	snRNA
ENSG00000206859	17170083	17170189	17	1	snRNA
ENSG00000252482	32173684	32173744	10	1	snRNA
ENSG00000252544	151300518	151300613	4	1	snRNA
ENSG00000252996	2954240	2954338	12	-1	snRNA
ENSG00000222398	43602543	43602648	15	1	snRNA
ENSG00000252148	201079842	201079944	2	1	snRNA
ENSG00000251798	76087444	76087547	7	1	snRNA
ENSG00000253003	34675891	34675994	14	1	snRNA
ENSG00000207455	29899587	29899693	22	-1	snRNA
ENSG00000238680	66946116	66946222	18	1	snRNA
ENSG00000201165	65023204	65023310	7	-1	snRNA
ENSG00000239001	22118983	22119089	4	1	snRNA
ENSG00000223217	75409086	75409188	17	-1	snRNA
ENSG00000251726	34845300	34845360	14	-1	snRNA
ENSG00000199920	134760208	134760348	X	-1	snRNA
ENSG00000238523	50590652	50590712	10	-1	snRNA
ENSG00000201474	162477891	162477993	5	1	snRNA
ENSG00000201608	160392768	160392909	1	-1	snRNA
ENSG00000266870	28916503	28916602	CHR_HSCHR6_MHC_SSTO_CTG1	1	snRNA
ENSG00000222051	101622859	101622965	10	1	snRNA
ENSG00000251804	142407657	142407737	3	-1	snRNA
ENSG00000238619	55451004	55451099	2	-1	snRNA
ENSG00000206871	36309584	36309690	8	-1	snRNA
ENSG00000223125	41467956	41468146	17	1	snRNA
ENSG00000278793	127840	127946	GL000213.1	-1	snRNA
ENSG00000206605	26790540	26790646	10	-1	snRNA
ENSG00000199905	107475036	107475139	9	-1	snRNA
ENSG00000252548	98966815	98966873	4	-1	snRNA
ENSG00000222146	112148742	112148825	8	-1	snRNA
ENSG00000252872	96377857	96377920	7	1	snRNA
ENSG00000265409	31744327	31744429	CHR_HSCHR6_MHC_COX_CTG1	-1	snRNA
ENSG00000222808	77152561	77152674	17	-1	snRNA
ENSG00000202242	27773645	27773748	8	1	snRNA
ENSG00000276183	18418526	18418632	13	1	snRNA
ENSG00000252057	80560567	80560625	8	1	snRNA
ENSG00000223015	87606783	87606885	11	1	snRNA
ENSG00000223152	66094461	66094546	1	-1	snRNA
ENSG00000251703	57002692	57002792	4	1	snRNA
ENSG00000252066	53651977	53652123	15	1	snRNA
ENSG00000207362	100258571	100258677	10	1	snRNA
ENSG00000212482	79343266	79343372	7	-1	snRNA
ENSG00000212199	131229607	131229713	2	1	snRNA
ENSG00000207357	1021522	1021628	19	1	snRNA
ENSG00000266660	32392288	32392394	CHR_HSCHR6_MHC_MANN_CTG1	1	snRNA
ENSG00000200253	87041238	87041341	10	-1	snRNA
ENSG00000206832	109591534	109591640	1	-1	snRNA
ENSG00000222087	15320840	15320944	18	-1	snRNA
ENSG00000252934	54166944	54167007	2	-1	snRNA
ENSG00000200807	60384605	60384763	2	1	snRNA
ENSG00000252884	80405516	80405609	8	1	snRNA
ENSG00000222923	114420125	114420302	2	1	snRNA
ENSG00000222405	70443784	70443923	12	-1	snRNA
ENSG00000202336	68017710	68017817	16	-1	snRNA
ENSG00000278099	144551779	144551943	1	-1	snRNA
ENSG00000199849	164351273	164351388	1	1	snRNA
ENSG00000252973	19232855	19232947	19	1	snRNA
ENSG00000212572	9617964	9618072	18	-1	snRNA
ENSG00000222501	128010382	128010611	8	-1	snRNA
ENSG00000252206	56352387	56352450	12	-1	snRNA
ENSG00000252611	114969460	114969568	10	-1	snRNA
ENSG00000253022	6540854	6540964	1	1	snRNA
ENSG00000251883	25611153	25611223	20	1	snRNA
ENSG00000206737	143729407	143729570	1	-1	snRNA
ENSG00000206828	149636766	149636929	1	1	snRNA
ENSG00000207449	65553081	65553187	15	-1	snRNA
ENSG00000283545	45554590	45554659	12	-1	snRNA
ENSG00000251877	28410270	28410456	6	1	snRNA
ENSG00000252796	39621012	39621073	4	1	snRNA
ENSG00000263971	32608365	32608516	CHR_HSCHR6_MHC_MCF_CTG1	-1	snRNA
ENSG00000206833	57830536	57830642	16	-1	snRNA
ENSG00000252897	82268612	82268706	2	1	snRNA
ENSG00000202160	15864935	15865051	2	1	snRNA
ENSG00000201641	77150328	77150437	4	-1	snRNA
ENSG00000212298	64204793	64204899	12	1	snRNA
ENSG00000200469	88275205	88275308	4	-1	snRNA
ENSG00000200935	116538183	116538276	10	1	snRNA
ENSG00000223064	85537379	85537483	10	1	snRNA
ENSG00000223212	141052249	141052409	7	1	snRNA
ENSG00000221527	100739802	100739927	8	-1	snRNA
ENSG00000276376	90076424	90076486	15	1	snRNA
ENSG00000200106	109196201	109196309	9	-1	snRNA
ENSG00000272020	126160283	126160445	3	-1	snRNA
ENSG00000207099	65095749	65095855	12	1	snRNA
ENSG00000207083	69175671	69175777	16	-1	snRNA
ENSG00000252540	49794811	49794914	20	1	snRNA
ENSG00000207144	155419397	155419500	1	1	snRNA
ENSG00000201372	43473013	43473119	20	1	snRNA
ENSG00000200250	127316873	127316979	2	1	snRNA
ENSG00000200556	58496908	58497014	16	1	snRNA
ENSG00000273624	21428930	21429036	CHR_HSCHR15_1_CTG1	-1	snRNA
ENSG00000206765	133531723	133531826	X	-1	snRNA
ENSG00000252343	182548659	182548779	4	1	snRNA
ENSG00000252769	7889182	7889279	11	-1	snRNA
ENSG00000221375	139885481	139885603	X	1	snRNA
ENSG00000206807	20507644	20507756	3	-1	snRNA
ENSG00000222357	168475198	168475388	3	1	snRNA
ENSG00000207045	96330638	96330744	7	1	snRNA
ENSG00000252347	23259460	23259566	14	-1	snRNA
ENSG00000238698	199191059	199191120	2	1	snRNA
ENSG00000200048	78882628	78882734	2	1	snRNA
ENSG00000252763	159808416	159808570	3	-1	snRNA
ENSG00000207385	53265461	53265567	4	-1	snRNA
ENSG00000278296	54876512	54876618	CHR_HSCHR19LRC_LRC_S_CTG3_1	-1	snRNA
ENSG00000201707	88201703	88201810	4	1	snRNA
ENSG00000212186	20126388	20126488	17	-1	snRNA
ENSG00000212327	9919051	9919153	3	-1	snRNA
ENSG00000206796	37135237	37135343	10	1	snRNA
ENSG00000283414	43716467	43716556	1	1	snRNA
ENSG00000212385	116413766	116413869	1	-1	snRNA
ENSG00000252887	89443318	89443424	16	1	snRNA
ENSG00000273636	44893143	44893307	CHR_HSCHR15_3_CTG8	1	snRNA
ENSG00000264556	31747180	31747282	CHR_HSCHR6_MHC_QBL_CTG1	-1	snRNA
ENSG00000276596	43266633	43266823	17	-1	snRNA
ENSG00000277717	86481028	86481130	X	1	snRNA
ENSG00000201273	22010985	22011088	1	1	snRNA
ENSG00000207276	96256216	96256319	9	-1	snRNA
ENSG00000252400	51522864	51522967	14	1	snRNA
ENSG00000222791	83298071	83298167	13	-1	snRNA
ENSG00000206715	87488445	87488552	6	1	snRNA
ENSG00000207033	116400848	116400953	X	-1	snRNA
ENSG00000202329	200014689	200014795	1	-1	snRNA
ENSG00000251960	15143289	15143386	9	1	snRNA
ENSG00000238987	14156462	14156523	6	1	snRNA
ENSG00000199313	124887410	124887549	9	-1	snRNA
ENSG00000222788	148939739	148939817	1	-1	snRNA
ENSG00000222440	91798093	91798283	X	1	snRNA
ENSG00000199529	101723876	101723980	4	1	snRNA
ENSG00000202485	82174547	82174653	4	1	snRNA
ENSG00000207501	145281116	145281279	1	1	snRNA
ENSG00000252025	53745004	53745105	19	-1	snRNA
ENSG00000201317	92700819	92700934	1	-1	snRNA
ENSG00000206889	117544205	117544311	3	1	snRNA
ENSG00000200713	8895813	8895918	8	1	snRNA
ENSG00000201097	92265702	92265807	14	1	snRNA
ENSG00000206802	26190707	26190813	21	1	snRNA
ENSG00000202380	5890055	5890212	20	1	snRNA
ENSG00000252532	43458065	43458129	10	1	snRNA
ENSG00000251712	148821012	148821073	7	1	snRNA
ENSG00000252659	120313238	120313341	12	-1	snRNA
ENSG00000206815	57548838	57548945	3	1	snRNA
ENSG00000200622	95868667	95868764	4	-1	snRNA
ENSG00000239075	89754620	89754726	7	-1	snRNA
ENSG00000221574	10399192	10399317	11	-1	snRNA
ENSG00000222972	201646716	201646820	2	1	snRNA
ENSG00000221725	70852698	70852814	16	1	snRNA
ENSG00000252269	132995190	132995302	12	-1	snRNA
ENSG00000207225	147408342	147408448	2	1	snRNA
ENSG00000200653	88820297	88820432	14	1	snRNA
ENSG00000206888	27325219	27325325	1	1	snRNA
ENSG00000238941	45354779	45354885	15	-1	snRNA
ENSG00000212345	9624122	9624228	12	-1	snRNA
ENSG00000252033	78579255	78579356	11	-1	snRNA
ENSG00000207454	101269938	101270041	7	-1	snRNA
ENSG00000252962	2503047	2503141	19	-1	snRNA
ENSG00000201296	98417896	98418038	12	-1	snRNA
ENSG00000283249	65843484	65843558	15	1	snRNA
ENSG00000264640	32611491	32611638	CHR_HSCHR6_MHC_MANN_CTG1	-1	snRNA
ENSG00000207052	32309662	32309768	5	1	snRNA
ENSG00000251913	42569147	42569250	22	-1	snRNA
ENSG00000206864	105676071	105676177	X	-1	snRNA
ENSG00000199551	12226674	12226777	12	1	snRNA
ENSG00000252273	16035413	16035509	21	-1	snRNA
ENSG00000222488	73018945	73019044	8	-1	snRNA
ENSG00000212541	37991462	37991569	1	1	snRNA
ENSG00000238365	154338743	154338802	1	1	snRNA
ENSG00000199944	109059509	109059614	6	-1	snRNA
ENSG00000199217	119656311	119656416	11	1	snRNA
ENSG00000202285	106738948	106739054	6	-1	snRNA
ENSG00000206881	17619533	17619634	6	1	snRNA
ENSG00000201560	65859660	65859766	7	-1	snRNA
ENSG00000201431	37827798	37827904	14	-1	snRNA
ENSG00000238777	59852667	59852728	20	-1	snRNA
ENSG00000222679	30288071	30288177	17	-1	snRNA
ENSG00000207278	3894699	3894805	18	-1	snRNA
ENSG00000238609	106282927	106282989	12	-1	snRNA
ENSG00000201604	90922731	90922835	10	-1	snRNA
ENSG00000199865	41377177	41377283	22	-1	snRNA
ENSG00000274755	115734392	115734491	9	1	snRNA
ENSG00000238606	38608215	38608276	X	1	snRNA
ENSG00000222598	115774319	115774502	5	-1	snRNA
ENSG00000274197	130114251	130114335	11	-1	snRNA
ENSG00000207360	15776181	15776286	9	-1	snRNA
ENSG00000252552	174996524	174996629	1	1	snRNA
ENSG00000238482	24777873	24777979	1	-1	snRNA
ENSG00000283527	35769785	35769867	20	-1	snRNA
ENSG00000207261	27111569	27111674	5	1	snRNA
ENSG00000252994	102803929	102804031	10	1	snRNA
ENSG00000207462	118702342	118702447	11	1	snRNA
ENSG00000201746	10163268	10163374	1	1	snRNA
ENSG00000251854	149779009	149779108	3	-1	snRNA
ENSG00000251739	183705931	183706031	4	1	snRNA
ENSG00000277918	144560666	144560829	1	-1	snRNA
ENSG00000206931	150701866	150701972	1	1	snRNA
ENSG00000252755	98048856	98048962	8	1	snRNA
ENSG00000266375	31075424	31075523	CHR_HSCHR6_MHC_QBL_CTG1	1	snRNA
ENSG00000222170	48731704	48731801	16	-1	snRNA
ENSG00000200525	95055214	95055320	8	1	snRNA
ENSG00000207200	63970470	63970576	11	1	snRNA
ENSG00000223175	48447936	48448042	1	1	snRNA
ENSG00000207110	127999131	127999294	8	1	snRNA
ENSG00000223263	67417214	67417318	1	1	snRNA
ENSG00000206962	41905118	41905224	13	1	snRNA
ENSG00000253098	40911067	40911128	5	-1	snRNA
ENSG00000251831	16205014	16205120	6	1	snRNA
ENSG00000252933	1616492	1616595	19	-1	snRNA
ENSG00000252030	153265662	153265755	4	-1	snRNA
ENSG00000207044	112196440	112196546	6	-1	snRNA
ENSG00000206877	24537332	24537438	7	1	snRNA
ENSG00000252415	73679188	73679296	12	-1	snRNA
ENSG00000221023	181738606	181738715	2	1	snRNA
ENSG00000253025	176243862	176244029	1	-1	snRNA
ENSG00000201628	150326623	150326763	6	-1	snRNA
ENSG00000200218	68846805	68846911	10	1	snRNA
ENSG00000212460	138116573	138116680	5	1	snRNA
ENSG00000278551	67869947	67870053	9	1	snRNA
ENSG00000252503	139055475	139055578	4	1	snRNA
ENSG00000252641	133664926	133665034	3	1	snRNA
ENSG00000200594	154825176	154825279	6	-1	snRNA
ENSG00000206841	50691260	50691363	22	-1	snRNA
ENSG00000238374	146245191	146245253	5	-1	snRNA
ENSG00000252220	83021890	83021992	12	1	snRNA
ENSG00000207264	21321961	21322067	10	1	snRNA
ENSG00000251988	159720415	159720540	6	-1	snRNA
ENSG00000200102	21113639	21113745	14	-1	snRNA
ENSG00000252555	60018625	60018731	18	1	snRNA
ENSG00000272028	51014134	51014241	12	-1	snRNA
ENSG00000222327	112137797	112137900	9	1	snRNA
ENSG00000222213	149606637	149606741	5	-1	snRNA
ENSG00000252247	27343687	27343746	13	-1	snRNA
ENSG00000200281	228169743	228169849	2	1	snRNA
ENSG00000207415	9287472	9287578	8	-1	snRNA
ENSG00000278747	198193139	198193242	CHR_HSCHR3_9_CTG3	1	snRNA
